0 6.036524 
1 5.964394 
2 6.105672 
3 6.238232 
4 6.192770 
5 6.313476 
6 6.466806 
7 6.669218 
8 6.661239 
9 6.834115 
10 6.888572 
11 6.823850 
12 6.788362 
13 6.879339 
14 7.015735 
15 7.096155 
16 7.232666 
17 7.289363 
18 7.332358 
19 7.204051 
20 7.185521 
21 7.430238 
22 7.325908 
23 7.553720 
24 7.567070 
25 7.634480 
26 7.778496 
27 7.830326 
28 7.986055 
29 7.891981 
30 7.919979 
