.012   1.2
.014    .3
.017    .8     1.8
.021    .5    -.06
.025   -.4     0.8
.030   0.7     -.4
.036   0.0
.043   -.3     -.7 
.052   -.9     -1.2
.062  -1.5
.074  -1.2
.089  -1.1
.11   -2.1
.13   -3.1
.15   -3.9
.18   -3.9
.22   -6.2
.27   -6.7
.32   -8.6
