2pt_push_110_6x6_100_0p_2.psf:     75708 !NATOM
2pt_push_110_6x6_100_0p.psf:     75708 !NATOM
2pt_push_110_6x6_100_10p_2.psf:     75714 !NATOM
2pt_push_110_6x6_100_10p.psf:     75714 !NATOM
2pt_push_110_6x6_100_11p_10.psf:     75714 !NATOM
2pt_push_110_6x6_100_11p_2.psf:     75714 !NATOM
2pt_push_110_6x6_100_11p_3.psf:     75714 !NATOM
2pt_push_110_6x6_100_11p_4.psf:     75714 !NATOM
2pt_push_110_6x6_100_11p_5.psf:     75714 !NATOM
2pt_push_110_6x6_100_11p_6.psf:     75714 !NATOM
2pt_push_110_6x6_100_11p_7.psf:     75714 !NATOM
2pt_push_110_6x6_100_11p_8.psf:     75714 !NATOM
2pt_push_110_6x6_100_11p_9.psf:     75714 !NATOM
2pt_push_110_6x6_100_11p.psf:     75714 !NATOM
2pt_push_110_6x6_100_12p_2.psf:     75714 !NATOM
2pt_push_110_6x6_100_12p.psf:     75714 !NATOM
2pt_push_110_6x6_100_13p_10.psf:     75720 !NATOM
2pt_push_110_6x6_100_13p_2.psf:     75720 !NATOM
2pt_push_110_6x6_100_13p_3.psf:     75720 !NATOM
2pt_push_110_6x6_100_13p_4.psf:     75720 !NATOM
2pt_push_110_6x6_100_13p_5.psf:     75720 !NATOM
2pt_push_110_6x6_100_13p_6.psf:     75720 !NATOM
2pt_push_110_6x6_100_13p_7.psf:     75720 !NATOM
2pt_push_110_6x6_100_13p_8.psf:     75720 !NATOM
2pt_push_110_6x6_100_13p_9.psf:     75720 !NATOM
2pt_push_110_6x6_100_13p.psf:     75714 !NATOM
2pt_push_110_6x6_100_14p_2.psf:     75720 !NATOM
2pt_push_110_6x6_100_14p.psf:     75720 !NATOM
2pt_push_110_6x6_100_15p_10.psf:     75720 !NATOM
2pt_push_110_6x6_100_15p_2.psf:     75720 !NATOM
2pt_push_110_6x6_100_15p_3.psf:     75720 !NATOM
2pt_push_110_6x6_100_15p_4.psf:     75720 !NATOM
2pt_push_110_6x6_100_15p_5.psf:     75720 !NATOM
2pt_push_110_6x6_100_15p_6.psf:     75720 !NATOM
2pt_push_110_6x6_100_15p_7.psf:     75720 !NATOM
2pt_push_110_6x6_100_15p_8.psf:     75720 !NATOM
2pt_push_110_6x6_100_15p_9.psf:     75720 !NATOM
2pt_push_110_6x6_100_15p.psf:     75720 !NATOM
2pt_push_110_6x6_100_16p_2.psf:     75720 !NATOM
2pt_push_110_6x6_100_16p.psf:     75720 !NATOM
2pt_push_110_6x6_100_17p_10.psf:     75723 !NATOM
2pt_push_110_6x6_100_17p_2.psf:     75723 !NATOM
2pt_push_110_6x6_100_17p_3.psf:     75723 !NATOM
2pt_push_110_6x6_100_17p_4.psf:     75723 !NATOM
2pt_push_110_6x6_100_17p_5.psf:     75723 !NATOM
2pt_push_110_6x6_100_17p_6.psf:     75723 !NATOM
2pt_push_110_6x6_100_17p_7.psf:     75723 !NATOM
2pt_push_110_6x6_100_17p_8.psf:     75723 !NATOM
2pt_push_110_6x6_100_17p_9.psf:     75723 !NATOM
2pt_push_110_6x6_100_17p.psf:     75720 !NATOM
2pt_push_110_6x6_100_18p_2.psf:     75726 !NATOM
2pt_push_110_6x6_100_18p.psf:     75723 !NATOM
2pt_push_110_6x6_100_19p_10.psf:     75726 !NATOM
2pt_push_110_6x6_100_19p_2.psf:     75726 !NATOM
2pt_push_110_6x6_100_19p_3.psf:     75726 !NATOM
2pt_push_110_6x6_100_19p_4.psf:     75726 !NATOM
2pt_push_110_6x6_100_19p_5.psf:     75726 !NATOM
2pt_push_110_6x6_100_19p_6.psf:     75726 !NATOM
2pt_push_110_6x6_100_19p_7.psf:     75726 !NATOM
2pt_push_110_6x6_100_19p_8.psf:     75726 !NATOM
2pt_push_110_6x6_100_19p_9.psf:     75726 !NATOM
2pt_push_110_6x6_100_19p.psf:     75726 !NATOM
2pt_push_110_6x6_100_1p_10.psf:     75723 !NATOM
2pt_push_110_6x6_100_1p_2.psf:     75711 !NATOM
2pt_push_110_6x6_100_1p_3.psf:     75714 !NATOM
2pt_push_110_6x6_100_1p_4.psf:     75717 !NATOM
2pt_push_110_6x6_100_1p_5.psf:     75717 !NATOM
2pt_push_110_6x6_100_1p_6.psf:     75720 !NATOM
2pt_push_110_6x6_100_1p_7.psf:     75720 !NATOM
2pt_push_110_6x6_100_1p_8.psf:     75720 !NATOM
2pt_push_110_6x6_100_1p_9.psf:     75720 !NATOM
2pt_push_110_6x6_100_1p.psf:     75708 !NATOM
2pt_push_110_6x6_100_20p_10.psf:     75726 !NATOM
2pt_push_110_6x6_100_20p_11.psf:     75726 !NATOM
2pt_push_110_6x6_100_20p_12.psf:     75726 !NATOM
2pt_push_110_6x6_100_20p_13.psf:     75726 !NATOM
2pt_push_110_6x6_100_20p_14.psf:     75726 !NATOM
2pt_push_110_6x6_100_20p_15.psf:     75726 !NATOM
2pt_push_110_6x6_100_20p_16.psf:     75729 !NATOM
2pt_push_110_6x6_100_20p_17.psf:     75729 !NATOM
2pt_push_110_6x6_100_20p_18.psf:     75729 !NATOM
2pt_push_110_6x6_100_20p_19.psf:     75729 !NATOM
2pt_push_110_6x6_100_20p_20.psf:     75729 !NATOM
2pt_push_110_6x6_100_20p_2.psf:     75726 !NATOM
2pt_push_110_6x6_100_20p_3.psf:     75726 !NATOM
2pt_push_110_6x6_100_20p_4.psf:     75726 !NATOM
2pt_push_110_6x6_100_20p_5.psf:     75726 !NATOM
2pt_push_110_6x6_100_20p_6.psf:     75726 !NATOM
2pt_push_110_6x6_100_20p_7.psf:     75726 !NATOM
2pt_push_110_6x6_100_20p_8.psf:     75726 !NATOM
2pt_push_110_6x6_100_20p_9.psf:     75726 !NATOM
2pt_push_110_6x6_100_20p.psf:     75726 !NATOM
2pt_push_110_6x6_100_21p_10.psf:     75729 !NATOM
2pt_push_110_6x6_100_21p_11.psf:     75729 !NATOM
2pt_push_110_6x6_100_21p_12.psf:     75729 !NATOM
2pt_push_110_6x6_100_21p_13.psf:     75729 !NATOM
2pt_push_110_6x6_100_21p_14.psf:     75729 !NATOM
2pt_push_110_6x6_100_21p_15.psf:     75729 !NATOM
2pt_push_110_6x6_100_21p_16.psf:     75729 !NATOM
2pt_push_110_6x6_100_21p_17.psf:     75729 !NATOM
2pt_push_110_6x6_100_21p_18.psf:     75729 !NATOM
2pt_push_110_6x6_100_21p_19.psf:     75729 !NATOM
2pt_push_110_6x6_100_21p_20.psf:     75729 !NATOM
2pt_push_110_6x6_100_21p_2.psf:     75726 !NATOM
2pt_push_110_6x6_100_21p_3.psf:     75726 !NATOM
2pt_push_110_6x6_100_21p_4.psf:     75726 !NATOM
2pt_push_110_6x6_100_21p_5.psf:     75726 !NATOM
2pt_push_110_6x6_100_21p_6.psf:     75729 !NATOM
2pt_push_110_6x6_100_21p_7.psf:     75729 !NATOM
2pt_push_110_6x6_100_21p_8.psf:     75729 !NATOM
2pt_push_110_6x6_100_21p_9.psf:     75729 !NATOM
2pt_push_110_6x6_100_21p.psf:     75726 !NATOM
2pt_push_110_6x6_100_22p_10.psf:     75726 !NATOM
2pt_push_110_6x6_100_22p_11.psf:     75726 !NATOM
2pt_push_110_6x6_100_22p_12.psf:     75726 !NATOM
2pt_push_110_6x6_100_22p_13.psf:     75726 !NATOM
2pt_push_110_6x6_100_22p_14.psf:     75726 !NATOM
2pt_push_110_6x6_100_22p_15.psf:     75726 !NATOM
2pt_push_110_6x6_100_22p_16.psf:     75726 !NATOM
2pt_push_110_6x6_100_22p_17.psf:     75726 !NATOM
2pt_push_110_6x6_100_22p_18.psf:     75726 !NATOM
2pt_push_110_6x6_100_22p_19.psf:     75726 !NATOM
2pt_push_110_6x6_100_22p_20.psf:     75726 !NATOM
2pt_push_110_6x6_100_22p_2.psf:     75726 !NATOM
2pt_push_110_6x6_100_22p_3.psf:     75726 !NATOM
2pt_push_110_6x6_100_22p_4.psf:     75726 !NATOM
2pt_push_110_6x6_100_22p_5.psf:     75726 !NATOM
2pt_push_110_6x6_100_22p_6.psf:     75726 !NATOM
2pt_push_110_6x6_100_22p_7.psf:     75726 !NATOM
2pt_push_110_6x6_100_22p_8.psf:     75726 !NATOM
2pt_push_110_6x6_100_22p_9.psf:     75726 !NATOM
2pt_push_110_6x6_100_22p.psf:     75726 !NATOM
2pt_push_110_6x6_100_23p_2.psf:     75726 !NATOM
2pt_push_110_6x6_100_23p.psf:     75726 !NATOM
2pt_push_110_6x6_100_24p_10.psf:     75729 !NATOM
2pt_push_110_6x6_100_24p_11.psf:     75729 !NATOM
2pt_push_110_6x6_100_24p_12.psf:     75729 !NATOM
2pt_push_110_6x6_100_24p_13.psf:     75729 !NATOM
2pt_push_110_6x6_100_24p_14.psf:     75729 !NATOM
2pt_push_110_6x6_100_24p_15.psf:     75732 !NATOM
2pt_push_110_6x6_100_24p_16.psf:     75732 !NATOM
2pt_push_110_6x6_100_24p_17.psf:     75732 !NATOM
2pt_push_110_6x6_100_24p_18.psf:     75732 !NATOM
2pt_push_110_6x6_100_24p_19.psf:     75732 !NATOM
2pt_push_110_6x6_100_24p_20.psf:     75732 !NATOM
2pt_push_110_6x6_100_24p_2.psf:     75729 !NATOM
2pt_push_110_6x6_100_24p_3.psf:     75729 !NATOM
2pt_push_110_6x6_100_24p_4.psf:     75729 !NATOM
2pt_push_110_6x6_100_24p_5.psf:     75729 !NATOM
2pt_push_110_6x6_100_24p_6.psf:     75729 !NATOM
